Order ID,Product_Category,Shipping_Mode,Order Value,Package_Weight_Kg,Warehouse Distance Km,Items in Order,Warehouse_Processing_Hours,Courier_Load_Index,Traffic Index,Delivery_Time_Hours
ORD-10607,Sports & Outdoors,Standard,99.52,9.2,637,5,12.7,0.98,0.97,27.8
ORD-10608,Home & Kitchen,Express,69.99,4.9,499,6,2.4,1.39,1.56,20.4
ORD-10609,Office Supplies,Standard,25.9,3.3,815,1,6.4,1.05,1.05,28.9
ORD-10610,Books,Same Day,51.87,2.2,31,2,1.5,0.71,1.64,2.7
ORD-10611,Apparel,Economy,66.36,0.3,756,3,18.4,1.12,1.13,56.7
ORD-10612,Toys & Games,Standard,41.99,3.2,1082,4,15.1,0.78,1.72,51.4
ORD-10613,Health & Beauty,Express,52.82,1.6,234,5,3.7,1.19,1.21,9.3
ORD-10614,Electronics,Economy,525.05,2.3,1065,6,13.4,0.85,1.8,78.6
ORD-10615,Sports & Outdoors,Standard,43.04,5.4,299,1,11.7,1.26,1.29,23.8
ORD-10616,Home & Kitchen,Express,237.87,1.3,447,2,5.3,0.92,1.88,18.2
ORD-10617,Office Supplies,Economy,87.22,3.3,1374,3,8.4,1.33,1.37,108.5
ORD-10618,Books,Standard,73.23,2.6,566,4,8.3,0.99,0.86,20.3
ORD-10619,Apparel,Express,50.6,0.3,40,5,2.8,1.4,1.45,4.2
ORD-10620,Toys & Games,Standard,117.83,0.9,744,6,14.1,1.06,0.94,32.6
ORD-10621,Health & Beauty,Standard,110.86,1.8,833,1,4.9,0.72,1.53,27.8
ORD-10622,Electronics,Express,551.61,3.9,253,2,4.4,1.13,1.02,9.3
ORD-10623,Sports & Outdoors,Standard,227.56,1.6,1011,3,10.7,0.79,1.61,42.8
ORD-10624,Home & Kitchen,Standard,85.75,8.7,1100,4,13.6,1.2,1.1,49.9
ORD-10625,Office Supplies,Express,64.54,3.3,466,5,1.9,0.86,1.69,13.2
ORD-10626,Books,Standard,30.59,0.5,228,6,7.3,1.27,1.18,15.8
ORD-10627,Apparel,Standard,34.84,0.3,317,1,10.2,0.93,1.77,23.2
ORD-10628,Toys & Games,Express,83.67,2.1,59,2,3.5,1.34,1.26,5.2
ORD-10629,Health & Beauty,Standard,73.9,0.2,495,3,16.0,1.0,1.85,38.9
ORD-10630,Electronics,Same Day,577.17,5.5,51,4,1.9,1.41,1.34,5.1
ORD-10631,Sports & Outdoors,Economy,171.08,6.8,216,5,11.9,1.07,1.93,29.7
ORD-10632,Home & Kitchen,Standard,253.63,5.1,762,6,12.6,0.73,1.42,32.3
ORD-10633,Office Supplies,Express,41.86,3.3,414,1,4.8,1.14,0.91,12.0
ORD-10634,Books,Economy,52.95,0.9,525,2,23.0,0.8,1.5,48.2
ORD-10635,Apparel,Standard,198.08,0.3,1029,3,9.2,1.21,0.99,40.0
ORD-10636,Toys & Games,Express,49.51,3.3,627,4,2.3,0.87,1.58,16.7
ORD-10637,Health & Beauty,Economy,36.94,0.4,834,5,18.0,1.28,1.07,63.7
ORD-10638,Electronics,Standard,603.73,1.1,246,6,5.8,0.94,1.66,15.4
ORD-10639,Sports & Outdoors,Express,115.6,3.0,220,1,3.9,1.35,1.15,9.6
ORD-10640,Home & Kitchen,Standard,101.51,1.5,424,2,11.6,1.01,1.74,30.2
ORD-10641,Office Supplies,Standard,18.18,3.3,513,3,14.5,1.42,1.23,36.9
ORD-10642,Books,Express,74.31,1.3,433,4,5.5,1.08,1.82,19.7
ORD-10643,Apparel,Standard,182.32,0.3,691,5,8.2,0.74,1.31,24.9
ORD-10644,Toys & Games,Standard,125.35,1.0,780,6,11.1,1.15,1.9,53.7
ORD-10645,Health & Beauty,Express,94.98,0.6,646,1,3.0,0.81,1.39,15.1
ORD-10646,Electronics,Standard,629.29,2.7,958,2,4.8,1.22,0.88,30.5
ORD-10647,Sports & Outdoors,Standard,59.12,8.2,1047,3,7.7,0.88,1.47,41.6
ORD-10648,Home & Kitchen,Express,269.39,8.9,239,4,4.6,1.29,0.96,9.5
ORD-10649,Office Supplies,Standard,80.5,3.3,175,5,13.5,0.95,1.55,19.9
ORD-10650,Books,Same Day,31.67,1.7,23,6,2.3,1.36,1.04,3.4
ORD-10651,Apparel,Economy,166.56,0.3,976,1,21.5,1.02,1.63,86.4
ORD-10652,Toys & Games,Standard,91.19,2.2,442,2,10.1,1.43,1.12,27.8
ORD-10653,Health & Beauty,Express,57.02,0.8,594,3,1.8,1.09,1.71,20.3
ORD-10654,Electronics,Economy,655.85,4.3,1285,4,16.5,0.75,1.2,62.8
ORD-10655,Sports & Outdoors,Standard,243.64,4.4,709,5,6.7,1.16,1.79,43.5
ORD-10656,Home & Kitchen,Express,117.27,5.3,187,6,3.4,0.82,1.28,6.7
ORD-10657,Office Supplies,Economy,57.82,3.3,294,1,11.5,1.23,1.87,38.5
ORD-10658,Books,Standard,53.03,2.1,976,2,15.4,0.89,1.36,44.9
ORD-10659,Apparel,Express,150.8,0.3,400,3,5.0,1.3,0.85,12.4
ORD-10660,Toys & Games,Standard,57.03,3.4,104,4,9.1,0.96,1.44,12.7
ORD-10661,Health & Beauty,Standard,20.06,1.0,193,5,12.0,1.37,0.93,18.1
ORD-10662,Electronics,Express,681.41,5.9,613,6,2.5,1.03,1.52,18.5
ORD-10663,Sports & Outdoors,Standard,187.16,9.6,371,1,5.7,1.44,1.01,19.2
ORD-10664,Home & Kitchen,Standard,285.15,1.7,460,2,8.6,1.1,1.6,28.8
ORD-10665,Office Supplies,Express,34.14,3.3,206,3,4.1,0.76,1.09,6.9
ORD-10666,Books,Standard,75.39,2.5,638,4,14.4,1.17,1.68,45.8
ORD-10667,Apparel,Standard,134.04,0.3,727,5,5.2,0.83,1.17,22.8
ORD-10668,Toys & Games,Express,23.87,1.1,419,6,1.6,1.24,1.76,16.8
ORD-10669,Health & Beauty,Standard,78.1,1.2,905,1,11.0,0.9,1.25,36.5
ORD-10670,Electronics,Same Day,707.97,1.5,43,2,0.9,1.31,1.84,4.4
ORD-10671,Sports & Outdoors,Economy,131.68,5.8,436,3,15.0,0.97,1.33,37.5
ORD-10672,Home & Kitchen,Standard,133.03,9.1,122,4,7.6,1.38,1.92,15.7
ORD-10673,Office Supplies,Express,96.46,3.3,154,5,2.9,1.04,1.41,6.7
ORD-10674,Books,Economy,32.75,0.4,745,6,10.0,0.7,0.9,28.8
ORD-10675,Apparel,Standard,118.28,0.3,389,1,4.2,1.11,1.49,20.3
ORD-10676,Toys & Games,Express,99.71,2.3,367,2,4.5,0.77,0.98,9.1
ORD-10677,Health & Beauty,Economy,41.14,1.4,1054,3,21.1,1.18,1.57,99.2
ORD-10678,Electronics,Standard,733.53,3.1,656,4,12.9,0.84,1.06,27.5
ORD-10679,Sports & Outdoors,Express,75.2,2.0,580,5,2.0,1.25,1.65,21.9
ORD-10680,Home & Kitchen,Standard,301.91,5.5,834,6,6.6,0.91,1.14,28.2
ORD-10681,Office Supplies,Standard,73.78,3.3,923,1,9.5,1.32,1.73,62.2
ORD-10682,Books,Express,54.11,0.8,173,2,3.6,0.98,1.22,7.0
ORD-10683,Apparel,Standard,102.52,0.3,1101,3,15.3,1.39,1.81,84.6
ORD-10684,Toys & Games,Standard,65.55,3.5,140,4,6.1,1.05,1.3,10.9
ORD-10685,Health & Beauty,Express,99.18,1.6,386,5,5.2,0.71,1.89,13.8
ORD-10686,Electronics,Standard,759.09,4.7,318,6,11.9,1.12,1.38,24.2
ORD-10687,Sports & Outdoors,Standard,259.72,7.2,407,1,14.8,0.78,0.87,21.7
ORD-10688,Home & Kitchen,Express,149.79,1.9,599,2,2.7,1.19,1.46,20.0
ORD-10689,Office Supplies,Standard,50.1,3.3,585,3,8.5,0.85,0.95,20.3
ORD-10690,Books,Same Day,76.47,1.2,15,4,1.3,1.26,1.54,2.3
ORD-10691,Apparel,Economy,86.76,0.3,1196,5,8.5,0.92,1.03,53.8
ORD-10692,Toys & Games,Standard,31.39,1.2,852,6,5.1,1.33,1.62,51.0
ORD-10693,Health & Beauty,Express,62.22,1.8,334,1,4.0,0.99,1.11,10.1
ORD-10694,Electronics,Economy,785.65,6.3,205,2,19.6,1.4,1.7,39.1
ORD-10695,Sports & Outdoors,Standard,203.24,3.4,1119,3,13.8,1.06,1.19,49.1
ORD-10696,Home & Kitchen,Express,317.67,9.3,547,4,1.5,0.72,1.78,13.2
ORD-10697,Office Supplies,Economy,27.42,3.3,514,5,14.6,1.13,1.27,44.1
ORD-10698,Books,Standard,33.83,1.6,336,6,10.4,0.79,1.86,22.7
ORD-10699,Apparel,Express,70.0,0.3,140,1,3.1,1.2,1.35,6.9
ORD-10700,Toys & Games,Standard,107.23,2.4,514,2,4.1,0.86,1.94,25.5
ORD-10701,Health & Beauty,Standard,25.26,0.2,603,3,7.0,1.27,1.43,34.4
ORD-10702,Electronics,Express,811.21,1.9,353,4,4.7,0.93,0.92,9.7
ORD-10703,Sports & Outdoors,Standard,147.76,8.6,781,5,12.8,1.34,1.51,52.3
ORD-10704,Home & Kitchen,Standard,165.55,5.7,870,6,15.7,1.0,1.0,37.5
ORD-10705,Office Supplies,Express,89.74,3.3,566,1,2.2,1.41,1.59,23.3
ORD-10706,Books,Standard,55.19,2.0,1048,2,9.4,1.07,1.08,39.7
ORD-10707,Apparel,Standard,54.24,0.3,87,3,12.3,0.73,1.67,15.0
ORD-10708,Toys & Games,Express,73.07,3.6,159,4,3.8,1.14,1.16,7.3
ORD-10709,Health & Beauty,Standard,83.3,0.4,265,5,6.0,0.8,1.75,15.3
ORD-10710,Electronics,Same Day,837.77,3.5,35,6,1.7,1.21,1.24,3.5
ORD-10711,Sports & Outdoors,Economy,91.28,4.8,656,1,18.1,0.87,1.83,59.9
ORD-10712,Home & Kitchen,Standard,333.43,2.1,532,2,14.7,1.28,1.32,37.2
ORD-10713,Office Supplies,Express,66.06,3.3,514,3,5.1,0.94,1.91,20.5
ORD-10714,Books,Economy,12.55,2.4,965,4,13.1,1.35,1.4,86.1
ORD-10715,Apparel,Standard,38.48,0.3,799,5,11.3,1.01,0.89,29.3
ORD-10716,Toys & Games,Express,39.91,1.3,107,6,2.6,1.42,1.48,6.3
ORD-10717,Health & Beauty,Economy,46.34,0.6,1274,1,8.1,1.08,0.97,61.5
ORD-10718,Electronics,Standard,863.33,5.1,1066,2,7.9,0.74,1.56,38.7
ORD-10719,Sports & Outdoors,Express,35.8,1.0,320,3,4.2,1.15,1.05,10.6
ORD-10720,Home & Kitchen,Standard,181.31,9.5,194,4,13.7,0.81,1.64,20.1
ORD-10721,Office Supplies,Standard,43.38,3.3,283,5,4.5,1.22,1.13,14.3
ORD-10722,Books,Express,34.91,2.8,533,6,1.7,0.88,1.72,15.1
ORD-10723,Apparel,Standard,202.72,0.3,461,1,10.3,1.29,1.21,28.3
ORD-10724,Toys & Games,Standard,115.75,2.5,550,2,13.2,0.95,1.8,36.7
ORD-10725,Health & Beauty,Express,104.38,0.8,126,3,3.3,1.36,1.29,7.0
ORD-10726,Electronics,Standard,139.89,6.7,728,4,6.9,1.02,1.88,41.8
ORD-10727,Sports & Outdoors,Standard,219.32,6.2,817,5,9.8,1.43,1.37,49.8
ORD-10728,Home & Kitchen,Express,349.19,5.9,339,6,4.9,1.09,0.86,10.2
ORD-10729,Office Supplies,Standard,20.7,3.3,995,1,15.6,0.75,1.45,42.7
ORD-10730,Books,Same Day,56.27,0.7,55,2,2.1,1.16,0.94,4.1
ORD-10731,Apparel,Economy,186.96,0.3,1416,3,11.6,0.82,1.53,82.7
ORD-10732,Toys & Games,Standard,81.59,3.7,212,4,12.2,1.23,1.02,18.8
ORD-10733,Health & Beauty,Express,67.42,1.0,74,5,2.1,0.89,1.61,3.9
ORD-10734,Electronics,Economy,165.45,2.3,425,6,22.7,1.3,1.1,47.0
ORD-10735,Sports & Outdoors,Standard,163.84,2.4,479,1,8.8,0.96,1.69,28.2
ORD-10736,Home & Kitchen,Express,197.07,2.3,287,2,3.7,1.37,1.18,11.4
ORD-10737,Office Supplies,Economy,82.02,3.3,734,3,17.7,1.03,1.77,71.2
ORD-10738,Books,Standard,13.63,1.1,746,4,5.4,1.44,1.26,39.2
ORD-10739,Apparel,Express,170.2,0.3,500,5,5.3,1.1,1.85,22.3
ORD-10740,Toys & Games,Standard,47.43,1.4,924,6,11.2,0.76,1.34,34.7
ORD-10741,Health & Beauty,Standard,30.46,1.2,1013,1,14.1,1.17,1.93,71.3
ORD-10742,Electronics,Express,191.01,3.9,93,2,2.8,0.83,1.42,4.6
ORD-10743,Sports & Outdoors,Standard,107.36,7.6,141,3,7.8,1.24,0.91,11.8
ORD-10744,Home & Kitchen,Standard,45.95,9.7,230,4,10.7,0.9,1.5,18.5
ORD-10745,Office Supplies,Express,59.34,3.3,306,5,4.4,1.31,0.99,11.0
ORD-10746,Books,Standard,35.99,1.5,408,6,4.4,0.97,1.58,20.0
ORD-10747,Apparel,Standard,154.44,0.3,497,1,7.3,1.38,1.07,25.6
ORD-10748,Toys & Games,Express,123.27,2.6,519,2,1.9,1.04,1.66,16.8
ORD-10749,Health & Beauty,Standard,88.5,1.4,675,3,13.1,0.7,1.15,26.7
ORD-10750,Electronics,Same Day,217.57,5.5,27,4,2.5,1.11,1.74,4.2
ORD-10751,Sports & Outdoors,Economy,51.88,3.8,876,5,21.2,0.77,1.23,54.4
ORD-10752,Home & Kitchen,Standard,213.83,6.1,942,6,9.7,1.18,1.82,60.3
ORD-10753,Office Supplies,Express,36.66,3.3,254,1,3.2,0.84,1.31,7.9
ORD-10754,Books,Economy,57.35,1.9,1185,2,16.2,1.25,1.9,128.8
ORD-10755,Apparel,Standard,138.68,0.3,159,3,6.3,0.91,1.39,11.3
ORD-10756,Toys & Games,Express,89.11,3.8,467,4,4.8,1.32,0.88,13.8
ORD-10757,Health & Beauty,Economy,51.54,1.6,194,5,11.2,0.98,1.47,22.4
ORD-10758,Electronics,Standard,243.13,1.1,426,6,15.0,1.39,0.96,29.2
ORD-10759,Sports & Outdoors,Express,235.4,9.0,60,1,2.3,1.05,1.55,3.9
ORD-10760,Home & Kitchen,Standard,61.71,2.5,604,2,8.7,0.71,1.04,19.8
ORD-10761,Office Supplies,Standard,98.98,3.3,693,3,11.6,1.12,1.63,43.2
ORD-10762,Books,Express,14.71,2.3,273,4,3.9,0.78,1.12,7.9
ORD-10763,Apparel,Standard,122.92,0.3,871,5,5.3,1.19,1.71,49.6
ORD-10764,Toys & Games,Standard,55.95,1.5,960,6,8.2,0.85,1.2,32.7
ORD-10765,Health & Beauty,Express,109.58,1.8,486,1,5.5,1.26,1.79,23.8
ORD-10766,Electronics,Standard,269.69,2.7,88,2,14.0,0.92,1.28,16.6
ORD-10767,Sports & Outdoors,Standard,179.92,5.2,177,3,4.8,1.33,1.87,15.8
ORD-10768,Home & Kitchen,Express,229.59,9.9,79,4,3.0,0.99,1.36,4.8
ORD-10769,Office Supplies,Standard,75.3,3.3,355,5,10.6,1.4,0.85,21.2
ORD-10770,Books,Same Day,36.07,2.7,47,6,1.1,1.06,1.44,3.5
ORD-10771,Apparel,Economy,106.16,0.3,336,1,14.7,0.72,0.93,23.7
ORD-10772,Toys & Games,Standard,21.79,2.7,622,2,7.2,1.13,1.52,33.9
ORD-10773,Health & Beauty,Express,72.62,0.2,434,3,4.3,0.79,1.01,10.1
ORD-10774,Electronics,Economy,295.25,4.3,645,4,9.7,1.2,1.6,59.2
ORD-10775,Sports & Outdoors,Standard,123.44,1.4,889,5,15.9,0.86,1.09,36.7
ORD-10776,Home & Kitchen,Express,77.47,6.3,647,6,1.8,1.27,1.68,24.8
ORD-10777,Office Supplies,Economy,52.62,3.3,954,1,20.8,0.93,1.17,62.3
ORD-10778,Books,Standard,58.43,0.6,106,2,12.5,1.34,1.76,18.7
ORD-10779,Apparel,Express,90.4,0.3,240,3,3.4,1.0,1.25,8.4
ORD-10780,Toys & Games,Standard,97.63,3.9,284,4,6.2,1.41,1.84,24.6
ORD-10781,Health & Beauty,Standard,35.66,0.4,373,5,9.1,1.07,1.33,22.4
ORD-10782,Electronics,Express,321.81,5.9,453,6,5.0,0.73,1.92,15.6
ORD-10783,Sports & Outdoors,Standard,67.96,6.6,551,1,14.9,1.14,1.41,37.0
ORD-10784,Home & Kitchen,Standard,245.35,2.7,640,2,5.7,0.8,0.9,17.2
ORD-10785,Office Supplies,Express,29.94,3.3,46,3,2.5,1.21,1.49,3.9
ORD-10786,Books,Standard,15.79,1.0,818,4,11.5,0.87,0.98,28.9
ORD-10787,Apparel,Standard,74.64,0.3,907,5,14.4,1.28,1.57,60.0
ORD-10788,Toys & Games,Express,63.47,1.6,259,6,4.1,0.94,1.06,8.4
ORD-10789,Health & Beauty,Standard,93.7,0.6,1085,1,8.1,1.35,1.65,68.5
ORD-10790,Electronics,Same Day,347.37,1.5,19,2,1.5,1.01,1.14,2.2
ORD-10791,Sports & Outdoors,Economy,251.48,2.8,1096,3,8.2,1.42,1.73,115.9
ORD-10792,Home & Kitchen,Standard,93.23,10.1,302,4,4.7,1.08,1.22,14.6
ORD-10793,Office Supplies,Express,91.26,3.3,614,5,5.4,0.74,1.81,19.1
ORD-10794,Books,Economy,37.15,1.4,1405,6,19.3,1.15,1.3,103.3
ORD-10795,Apparel,Standard,58.88,0.3,569,1,13.4,0.81,1.89,35.2
ORD-10796,Toys & Games,Express,29.31,2.8,207,2,2.9,1.22,1.38,8.7
ORD-10797,Health & Beauty,Economy,56.74,0.8,414,3,14.3,0.88,0.87,27.0
ORD-10798,Electronics,Standard,373.93,3.1,836,4,10.0,1.29,1.46,49.4
ORD-10799,Sports & Outdoors,Express,195.0,8.0,420,5,4.5,0.95,0.95,10.8
ORD-10800,Home & Kitchen,Standard,261.11,6.5,1014,6,15.8,1.36,1.54,68.9
ORD-10801,Office Supplies,Standard,68.58,3.3,1103,1,6.6,1.02,1.03,35.6
ORD-10802,Books,Express,59.51,1.8,633,2,2.0,1.43,1.62,26.4
ORD-10803,Apparel,Standard,42.12,0.3,231,3,12.4,1.09,1.11,19.4
ORD-10804,Toys & Games,Standard,105.15,0.5,320,4,15.3,0.75,1.7,25.5
ORD-10805,Health & Beauty,Express,19.78,1.0,226,5,3.6,1.16,1.19,8.8
ORD-10806,Electronics,Standard,399.49,4.7,498,6,9.0,0.82,1.78,27.2
ORD-10807,Sports & Outdoors,Standard,139.52,4.2,587,1,11.9,1.23,1.27,34.8
ORD-10808,Home & Kitchen,Express,109.99,2.9,439,2,5.2,0.89,1.86,17.3
ORD-10809,Office Supplies,Standard,45.9,3.3,765,3,5.6,1.3,1.35,39.2
ORD-10810,Books,Same Day,16.87,2.2,39,4,1.9,0.96,1.94,4.3
ORD-10811,Apparel,Economy,206.36,0.3,556,5,17.8,1.37,1.43,61.4
ORD-10812,Toys & Games,Standard,71.99,1.7,1032,6,14.3,1.03,0.92,38.7
ORD-10813,Health & Beauty,Express,77.82,1.2,174,1,2.4,1.44,1.51,8.7
ORD-10814,Electronics,Economy,425.05,6.3,865,2,12.8,1.1,1.0,50.9
ORD-10815,Sports & Outdoors,Standard,83.04,9.4,249,3,10.9,0.76,1.59,18.4
ORD-10816,Home & Kitchen,Express,277.87,10.3,387,4,4.0,1.17,1.08,12.2
ORD-10817,Office Supplies,Economy,22.22,3.3,1174,5,23.9,0.83,1.67,89.0
ORD-10818,Books,Standard,38.23,2.6,516,6,7.5,1.24,1.16,26.1
ORD-10819,Apparel,Express,190.6,0.3,600,1,1.5,0.9,1.75,17.3
ORD-10820,Toys & Games,Standard,37.83,2.9,694,2,13.3,1.31,1.24,41.5
ORD-10821,Health & Beauty,Standard,40.86,1.4,783,3,4.1,0.97,1.83,38.8
ORD-10822,Electronics,Express,451.61,1.9,193,4,3.1,1.38,1.32,9.0
ORD-10823,Sports & Outdoors,Standard,267.56,5.6,961,5,9.9,1.04,1.91,57.6
ORD-10824,Home & Kitchen,Standard,125.75,6.7,1050,6,12.8,0.7,1.4,38.5
ORD-10825,Office Supplies,Express,84.54,3.3,406,1,4.7,1.11,0.89,11.4
ORD-10826,Books,Standard,60.59,0.5,178,2,6.5,0.77,1.48,11.6
ORD-10827,Apparel,Standard,174.84,0.3,267,3,9.4,1.18,0.97,17.0
ORD-10828,Toys & Games,Express,113.67,0.6,619,4,2.2,0.84,1.56,15.7
ORD-10829,Health & Beauty,Standard,98.9,1.6,445,5,15.2,1.25,1.05,29.8
ORD-10830,Electronics,Same Day,477.17,3.5,11,6,2.3,0.91,1.64,2.8
ORD-10831,Sports & Outdoors,Economy,211.08,1.8,1316,1,11.3,1.32,1.13,89.8
ORD-10832,Home & Kitchen,Standard,293.63,3.1,712,2,11.8,0.98,1.72,41.8
ORD-10833,Office Supplies,Express,61.86,3.3,354,3,3.5,1.39,1.21,13.4
ORD-10834,Books,Economy,17.95,0.9,325,4,22.4,1.05,1.8,47.0
ORD-10835,Apparel,Standard,158.08,0.3,979,5,8.4,0.71,1.29,30.8
ORD-10836,Toys & Games,Express,79.51,1.8,567,6,5.1,1.12,1.88,25.0
ORD-10837,Health & Beauty,Economy,61.94,1.8,634,1,17.4,0.78,1.37,44.5
ORD-10838,Electronics,Standard,503.73,5.1,196,2,5.0,1.19,0.86,10.0
ORD-10839,Sports & Outdoors,Express,155.6,7.0,160,3,2.6,0.85,1.45,5.9
ORD-10840,Home & Kitchen,Standard,141.51,10.5,374,4,10.8,1.26,0.94,21.9
ORD-10841,Office Supplies,Standard,38.18,3.3,463,5,13.7,0.92,1.53,30.0
ORD-10842,Books,Express,39.31,1.3,373,6,4.2,1.33,1.02,12.6
ORD-10843,Apparel,Standard,142.32,0.3,641,1,7.4,0.99,1.61,32.9
ORD-10844,Toys & Games,Standard,45.35,3.0,730,2,10.3,1.4,1.1,38.4
ORD-10845,Health & Beauty,Express,24.98,0.2,586,3,1.7,1.06,1.69,19.2
ORD-10846,Electronics,Standard,529.29,6.7,908,4,4.0,0.72,1.18,23.3
ORD-10847,Sports & Outdoors,Standard,99.12,3.2,997,5,6.9,1.13,1.77,56.8
ORD-10848,Home & Kitchen,Express,309.39,6.9,179,6,3.3,0.79,1.26,6.3
ORD-10849,Office Supplies,Standard,15.5,3.3,125,1,12.7,1.2,1.85,19.6
ORD-10850,Books,Same Day,61.67,1.7,31,2,0.9,0.86,1.34,2.1
ORD-10851,Apparel,Economy,126.56,0.3,776,3,20.9,1.27,1.93,97.0
ORD-10852,Toys & Games,Standard,121.19,0.7,392,4,9.3,0.93,1.42,22.2
ORD-10853,Health & Beauty,Express,82.02,0.4,534,5,4.6,1.34,0.91,15.5
ORD-10854,Electronics,Economy,555.85,2.3,1085,6,15.9,1.0,1.5,81.0
ORD-10855,Sports & Outdoors,Standard,43.64,8.4,659,1,5.9,1.41,0.99,28.9
ORD-10856,Home & Kitchen,Express,157.27,3.3,127,2,2.1,1.07,1.58,5.7
ORD-10857,Office Supplies,Economy,77.82,3.3,1394,3,10.9,0.73,1.07,54.5
ORD-10858,Books,Standard,18.03,2.1,926,4,14.6,1.14,1.66,58.4
ORD-10859,Apparel,Express,110.8,0.3,340,5,3.7,0.8,1.15,8.9
ORD-10860,Toys & Games,Standard,87.03,1.9,1104,6,8.3,1.21,1.74,66.4
ORD-10861,Health & Beauty,Standard,45.06,0.6,143,1,11.2,0.87,1.23,15.0
ORD-10862,Electronics,Express,581.41,3.9,553,2,5.3,1.28,1.82,26.8
ORD-10863,Sports & Outdoors,Standard,227.16,4.6,321,3,4.9,0.94,1.31,14.8
ORD-10864,Home & Kitchen,Standard,325.15,10.7,410,4,7.8,1.35,1.9,34.1
ORD-10865,Office Supplies,Express,54.14,3.3,146,5,2.8,1.01,1.39,6.2
ORD-10866,Books,Standard,40.39,2.5,588,6,13.6,1.42,0.88,32.0
ORD-10867,Apparel,Standard,94.04,0.3,677,1,4.4,1.08,1.47,31.3
ORD-10868,Toys & Games,Express,53.87,3.1,359,2,4.4,0.74,0.96,8.7
ORD-10869,Health & Beauty,Standard,103.1,0.8,855,3,10.2,1.15,1.55,48.3
ORD-10870,Electronics,Same Day,607.97,5.5,51,4,1.3,0.81,1.04,2.7
ORD-10871,Sports & Outdoors,Economy,171.68,9.8,236,5,14.4,1.22,1.63,33.2
ORD-10872,Home & Kitchen,Standard,173.03,7.1,1122,6,6.8,0.88,1.12,34.4
ORD-10873,Office Supplies,Express,31.46,3.3,94,1,1.6,1.29,1.71,5.1
ORD-10874,Books,Economy,62.75,0.4,545,2,9.4,0.95,1.2,34.3
ORD-10875,Apparel,Standard,78.28,0.3,339,3,15.5,1.36,1.79,36.1
ORD-10876,Toys & Games,Express,129.71,0.8,307,4,3.2,1.02,1.28,9.9
ORD-10877,Health & Beauty,Economy,66.14,1.0,854,5,20.5,1.43,1.87,111.8
ORD-10878,Electronics,Standard,633.53,1.1,606,6,12.1,1.09,1.36,34.6
ORD-10879,Sports & Outdoors,Express,115.2,6.0,520,1,4.8,0.75,0.85,10.3
ORD-10880,Home & Kitchen,Standard,341.91,3.5,784,2,5.8,1.16,1.44,38.5
ORD-10881,Office Supplies,Standard,93.78,3.3,873,3,8.7,0.82,0.93,25.3
ORD-10882,Books,Express,19.11,0.8,113,4,2.3,1.23,1.52,5.8
ORD-10883,Apparel,Standard,62.52,0.3,1051,5,14.5,0.89,1.01,38.1
ORD-10884,Toys & Games,Standard,95.55,2.0,90,6,5.3,1.3,1.6,10.0
ORD-10885,Health & Beauty,Express,29.18,1.2,326,1,3.9,0.96,1.09,9.6
ORD-10886,Electronics,Standard,659.09,2.7,268,2,11.1,1.37,1.68,26.5
ORD-10887,Sports & Outdoors,Standard,59.72,2.2,357,3,14.0,1.03,1.17,24.8
ORD-10888,Home & Kitchen,Express,189.79,10.9,539,4,5.5,1.44,1.76,28.3
ORD-10889,Office Supplies,Standard,70.1,3.3,535,5,7.7,1.1,1.25,26.1
ORD-10890,Books,Same Day,41.47,1.2,23,6,1.7,0.76,1.84,2.8
ORD-10891,Apparel,Economy,46.76,0.3,996,1,24.0,1.17,1.33,86.0
ORD-10892,Toys & Games,Standard,61.39,3.2,802,2,4.3,0.83,1.92,36.3
ORD-10893,Health & Beauty,Express,87.22,1.4,274,3,2.7,1.24,1.41,10.7
ORD-10894,Electronics,Economy,685.65,4.3,1305,4,19.0,0.9,0.9,61.3
ORD-10895,Sports & Outdoors,Standard,243.24,7.4,1069,5,13.0,1.31,1.49,65.2
ORD-10896,Home & Kitchen,Express,357.67,7.3,487,6,4.3,0.97,0.98,12.0
ORD-10897,Office Supplies,Economy,47.42,3.3,314,1,14.0,1.38,1.57,41.2
ORD-10898,Books,Standard,63.83,1.6,286,2,9.6,1.04,1.06,17.5
ORD-10899,Apparel,Express,30.0,0.3,80,3,1.8,0.7,1.65,3.3
ORD-10900,Toys & Games,Standard,27.23,0.9,464,4,15.4,1.11,1.14,30.1
ORD-10901,Health & Beauty,Standard,50.26,1.6,553,5,6.2,0.77,1.73,24.6
ORD-10902,Electronics,Express,711.21,5.9,293,6,3.4,1.18,1.22,10.4
ORD-10903,Sports & Outdoors,Standard,187.76,3.6,731,1,12.0,0.84,1.81,39.8
ORD-10904,Home & Kitchen,Standard,205.55,3.7,820,2,14.9,1.25,1.3,48.2
ORD-10905,Office Supplies,Express,24.74,3.3,506,3,5.0,0.91,1.89,19.5
ORD-10906,Books,Standard,20.19,2.0,998,4,8.6,1.32,1.38,54.0
ORD-10907,Apparel,Standard,194.24,0.3,1087,5,11.5,0.98,0.87,34.7
ORD-10908,Toys & Games,Express,103.07,2.1,99,6,2.5,1.39,1.46,5.8
ORD-10909,Health & Beauty,Standard,108.3,1.8,215,1,5.2,1.05,0.95,10.6
ORD-10910,Electronics,Same Day,737.77,1.5,43,2,2.1,0.71,1.54,3.7
